"Product Name",Category,"Parts No","Rack No","Column No","Row No","Available unit","Unit type","Brand Name"
"Product 264",Stationery,P0264,R6,C3,RW3,33.00,KG,
"Product 520","Loom F SN-6 m",P0520,R10,C3,RW5,99.00,Coel,
"Product 9","Loom F SN-4",P0009,R7,C2,RW1,91.00,pcs,
"Product 265","Sewing & printing",P0265,R1,C2,RW4,10.00,KG,
"Product 521","Loom F SN-4",P0521,R6,C1,RW1,90.00,pkt,
"Product 10","Loom F SN-6 m",P0010,R8,C2,RW1,22.00,KG,
"Product 266","Sewing & printing",P0266,R10,C1,RW3,78.00,pkt,
"Product 522","Loom F SN-6 m",P0522,R5,C1,RW2,11.00,Coel,
"Product 11",Stationery,P0011,R3,C2,RW4,55.00,pcs,
"Product 267","Loom F SN-6 m",P0267,R7,C5,RW3,60.00,KG,
"Product 523","Ball & Bearing",P0523,R5,C5,RW4,45.00,KG,
"Product 12","Sewing & printing",P0012,R7,C5,RW2,62.00,pkt,
"Product 268","Loom F SN-4",P0268,R3,C2,RW4,49.00,pkt,
"Product 524",Stationery,P0524,R7,C1,RW1,93.00,Feet,
"Product 13","Loom F SN-4",P0013,R2,C4,RW5,36.00,KG,
"Product 269","Loom F SN-6 m",P0269,R1,C1,RW4,81.00,pkt,
"Product 525","Loom F SN-6 m",P0525,R6,C3,RW1,60.00,pkt,
"Product 14","Sewing & printing",P0014,R8,C5,RW2,85.00,Coel,
"Product 270","Loom F SN-4",P0270,R10,C3,RW5,32.00,pcs,
"Product 526","Sewing & printing",P0526,R3,C4,RW1,87.00,Coel,
"Product 15","Sewing & printing",P0015,R3,C1,RW3,82.00,pcs,
"Product 271","Loom F SN-4",P0271,R4,C1,RW3,53.00,pkt,
"Product 527",Stationery,P0527,R10,C4,RW4,50.00,pcs,
"Product 16","Loom F SN-6 m",P0016,R6,C5,RW4,37.00,pcs,
"Product 272","Ball & Bearing",P0272,R9,C2,RW3,45.00,pkt,
"Product 528","Loom F SN-6 m",P0528,R5,C5,RW3,20.00,pcs,
"Product 17","Ball & Bearing",P0017,R7,C3,RW2,46.00,pcs,
"Product 273",Stationery,P0273,R1,C5,RW5,21.00,Feet,
"Product 529",Stationery,P0529,R4,C5,RW4,71.00,Feet,
"Product 18","Ball & Bearing",P0018,R7,C1,RW2,90.00,pkt,
"Product 274","Loom F SN-6 m",P0274,R1,C3,RW3,15.00,pkt,
"Product 530",Stationery,P0530,R7,C4,RW2,41.00,Feet,
"Product 19","Loom F SN-4",P0019,R3,C4,RW5,43.00,KG,
"Product 275","Loom F SN-4",P0275,R8,C1,RW1,79.00,Coel,
"Product 531","Loom F SN-4",P0531,R7,C1,RW2,67.00,Coel,
"Product 20","Loom F SN-6 m",P0020,R6,C3,RW1,86.00,pcs,
"Product 276","Ball & Bearing",P0276,R10,C1,RW2,87.00,pkt,
"Product 532","Loom F SN-4",P0532,R4,C1,RW1,54.00,Feet,
"Product 21","Loom F SN-4",P0021,R6,C1,RW2,68.00,pcs,
"Product 277","Loom F SN-4",P0277,R8,C1,RW3,85.00,KG,
"Product 533","Ball & Bearing",P0533,R9,C3,RW1,52.00,KG,
"Product 22","Sewing & printing",P0022,R3,C2,RW5,29.00,pkt,
"Product 278","Sewing & printing",P0278,R6,C1,RW4,69.00,Coel,
"Product 534","Ball & Bearing",P0534,R7,C3,RW1,66.00,Coel,
"Product 23","Ball & Bearing",P0023,R2,C4,RW5,67.00,pcs,
"Product 279","Loom F SN-6 m",P0279,R5,C3,RW3,52.00,pkt,
"Product 535",Stationery,P0535,R7,C2,RW5,21.00,pkt,
"Product 24","Loom F SN-4",P0024,R5,C2,RW2,86.00,pcs,
"Product 280","Loom F SN-6 m",P0280,R4,C3,RW3,100.00,pkt,
"Product 536","Loom F SN-6 m",P0536,R5,C4,RW3,95.00,Coel,
"Product 25",Stationery,P0025,R7,C1,RW4,95.00,KG,
"Product 281","Loom F SN-4",P0281,R10,C2,RW2,76.00,pcs,
"Product 537","Loom F SN-6 m",P0537,R5,C1,RW1,84.00,pkt,
"Product 26","Loom F SN-6 m",P0026,R4,C2,RW2,78.00,pcs,
"Product 282","Loom F SN-4",P0282,R1,C1,RW1,15.00,Coel,
"Product 538","Loom F SN-6 m",P0538,R3,C3,RW5,30.00,KG,
"Product 27","Ball & Bearing",P0027,R2,C5,RW1,71.00,pkt,
"Product 283","Loom F SN-4",P0283,R5,C5,RW2,66.00,pkt,
"Product 539","Loom F SN-4",P0539,R3,C2,RW3,14.00,KG,
"Product 28","Loom F SN-6 m",P0028,R6,C4,RW5,68.00,pkt,
"Product 284",Stationery,P0284,R9,C3,RW3,67.00,KG,
"Product 540","Sewing & printing",P0540,R1,C5,RW1,10.00,KG,
"Product 29",Stationery,P0029,R4,C4,RW5,87.00,pkt,
"Product 285","Ball & Bearing",P0285,R3,C4,RW3,28.00,pcs,
"Product 541","Ball & Bearing",P0541,R9,C1,RW1,42.00,Coel,
"Product 30","Ball & Bearing",P0030,R8,C1,RW3,78.00,pkt,
"Product 286","Sewing & printing",P0286,R2,C1,RW4,37.00,Coel,
"Product 542","Ball & Bearing",P0542,R8,C4,RW4,25.00,KG,
"Product 31","Loom F SN-4",P0031,R8,C5,RW4,33.00,pcs,
"Product 287","Sewing & printing",P0287,R3,C4,RW3,24.00,Coel,
"Product 543","Loom F SN-6 m",P0543,R6,C2,RW3,93.00,Feet,
"Product 32","Loom F SN-6 m",P0032,R10,C4,RW3,35.00,pkt,
"Product 288",Stationery,P0288,R10,C1,RW3,89.00,pkt,
"Product 544",Stationery,P0544,R6,C5,RW5,41.00,pkt,
"Product 33",Stationery,P0033,R4,C5,RW4,65.00,pcs,
"Product 289","Loom F SN-4",P0289,R9,C4,RW1,11.00,Coel,
"Product 545","Loom F SN-6 m",P0545,R3,C5,RW2,63.00,Feet,
"Product 34","Loom F SN-6 m",P0034,R3,C3,RW5,74.00,pcs,
"Product 290","Loom F SN-4",P0290,R7,C3,RW5,43.00,pkt,
"Product 546","Loom F SN-4",P0546,R8,C2,RW3,97.00,KG,
"Product 35","Ball & Bearing",P0035,R8,C5,RW1,78.00,pcs,
"Product 291",Stationery,P0291,R8,C3,RW1,52.00,pkt,
"Product 547",Stationery,P0547,R8,C4,RW2,31.00,pkt,
"Product 36","Loom F SN-4",P0036,R3,C2,RW5,93.00,KG,
"Product 292",Stationery,P0292,R6,C3,RW3,85.00,pcs,
"Product 548",Stationery,P0548,R9,C3,RW3,67.00,Coel,
"Product 37","Loom F SN-6 m",P0037,R3,C4,RW2,58.00,Coel,
"Product 293","Sewing & printing",P0293,R1,C1,RW4,70.00,pkt,
"Product 549","Loom F SN-6 m",P0549,R9,C4,RW2,61.00,KG,
"Product 38","Loom F SN-4",P0038,R8,C3,RW5,24.00,Coel,
"Product 294","Ball & Bearing",P0294,R10,C4,RW3,62.00,pcs,
"Product 550","Sewing & printing",P0550,R4,C3,RW3,10.00,pkt,
"Product 39","Loom F SN-6 m",P0039,R9,C2,RW3,96.00,Feet,
"Product 295","Loom F SN-4",P0295,R7,C3,RW2,84.00,Coel,
"Product 551","Loom F SN-4",P0551,R4,C1,RW1,43.00,KG,
"Product 40","Sewing & printing",P0040,R9,C5,RW4,46.00,pcs,
"Product 296",Stationery,P0296,R1,C3,RW1,39.00,KG,
"Product 552","Ball & Bearing",P0552,R1,C2,RW5,74.00,Coel,
"Product 41","Sewing & printing",P0041,R10,C4,RW4,30.00,pcs,
"Product 297","Loom F SN-4",P0297,R10,C5,RW1,19.00,Coel,
"Product 553","Sewing & printing",P0553,R6,C2,RW4,12.00,KG,
"Product 42","Loom F SN-6 m",P0042,R5,C2,RW1,40.00,KG,
"Product 298","Loom F SN-4",P0298,R4,C3,RW3,26.00,pkt,
"Product 554","Loom F SN-4",P0554,R2,C5,RW2,14.00,Feet,
"Product 43",Stationery,P0043,R2,C2,RW1,18.00,KG,
"Product 299","Ball & Bearing",P0299,R6,C4,RW5,54.00,pkt,
"Product 44","Loom F SN-6 m",P0044,R5,C4,RW2,91.00,pcs,
"Product 300","Ball & Bearing",P0300,R5,C3,RW4,73.00,Coel,
"Product 45","Sewing & printing",P0045,R6,C2,RW5,58.00,pkt,
"Product 301","Loom F SN-4",P0301,R4,C4,RW1,61.00,Coel,
"Product 46","Loom F SN-6 m",P0046,R6,C1,RW1,42.00,Feet,
"Product 302","Loom F SN-4",P0302,R5,C5,RW4,38.00,pcs,
"Product 47","Sewing & printing",P0047,R9,C3,RW3,50.00,pcs,
"Product 303","Sewing & printing",P0303,R2,C4,RW4,23.00,KG,
"Product 48","Sewing & printing",P0048,R5,C4,RW5,41.00,pcs,
"Product 304","Ball & Bearing",P0304,R1,C2,RW5,19.00,Feet,
"Product 49","Loom F SN-4",P0049,R9,C4,RW3,81.00,KG,
"Product 305",Stationery,P0305,R4,C5,RW2,50.00,pkt,
"Product 50","Loom F SN-4",P0050,R4,C5,RW5,61.00,pcs,
"Product 306","Loom F SN-6 m",P0306,R5,C1,RW1,64.00,Feet,
"Product 51","Loom F SN-4",P0051,R4,C2,RW4,94.00,Feet,
"Product 307","Loom F SN-4",P0307,R8,C1,RW4,68.00,pkt,
"Product 52","Ball & Bearing",P0052,R7,C1,RW3,49.00,pkt,
"Product 308","Loom F SN-4",P0308,R8,C5,RW5,61.00,pcs,
"Product 53","Ball & Bearing",P0053,R10,C2,RW5,64.00,Feet,
"Product 309",Stationery,P0309,R5,C4,RW4,31.00,KG,
"Product 54","Sewing & printing",P0054,R6,C3,RW1,68.00,Coel,
"Product 310","Loom F SN-6 m",P0310,R7,C3,RW3,64.00,KG,
"Product 55","Ball & Bearing",P0055,R8,C5,RW3,62.00,pcs,
"Product 311","Loom F SN-6 m",P0311,R6,C1,RW5,37.00,pcs,
"Product 56","Ball & Bearing",P0056,R10,C3,RW1,17.00,KG,
"Product 312","Loom F SN-6 m",P0312,R10,C1,RW5,75.00,KG,
"Product 57","Loom F SN-4",P0057,R10,C5,RW4,84.00,pcs,
"Product 313","Loom F SN-4",P0313,R2,C3,RW3,96.00,Feet,
"Product 58","Sewing & printing",P0058,R8,C3,RW4,69.00,KG,
"Product 314","Ball & Bearing",P0314,R5,C5,RW5,61.00,pkt,
"Product 59","Ball & Bearing",P0059,R3,C3,RW2,84.00,pcs,
"Product 315","Sewing & printing",P0315,R10,C2,RW1,27.00,Coel,
"Product 60","Ball & Bearing",P0060,R2,C1,RW3,11.00,pkt,
"Product 316","Loom F SN-6 m",P0316,R9,C1,RW1,69.00,pkt,
"Product 61","Ball & Bearing",P0061,R3,C5,RW4,56.00,pkt,
"Product 317","Loom F SN-6 m",P0317,R5,C2,RW2,55.00,pkt,
"Product 62","Sewing & printing",P0062,R7,C3,RW2,39.00,Coel,
"Product 318","Loom F SN-6 m",P0318,R6,C1,RW3,59.00,Coel,
"Product 63","Loom F SN-4",P0063,R6,C4,RW5,96.00,Feet,
"Product 319","Ball & Bearing",P0319,R6,C2,RW1,30.00,Coel,
"Product 64","Sewing & printing",P0064,R7,C1,RW3,98.00,KG,
"Product 320","Loom F SN-4",P0320,R8,C5,RW5,21.00,KG,
"Product 65","Sewing & printing",P0065,R10,C2,RW3,96.00,Feet,
"Product 321","Ball & Bearing",P0321,R8,C1,RW1,57.00,KG,
"Product 66",Stationery,P0066,R7,C1,RW5,63.00,Coel,
"Product 322",Stationery,P0322,R6,C5,RW5,15.00,Feet,
"Product 67","Loom F SN-6 m",P0067,R1,C5,RW3,88.00,KG,
"Product 323","Ball & Bearing",P0323,R7,C4,RW1,88.00,pkt,
"Product 68",Stationery,P0068,R6,C4,RW1,58.00,Feet,
"Product 324","Loom F SN-4",P0324,R6,C5,RW4,77.00,Coel,
"Product 69","Sewing & printing",P0069,R10,C2,RW3,33.00,Coel,
"Product 325",Stationery,P0325,R1,C4,RW2,70.00,pkt,
"Product 70","Sewing & printing",P0070,R7,C4,RW3,48.00,KG,
"Product 326","Ball & Bearing",P0326,R9,C1,RW2,51.00,Feet,
"Product 71",Stationery,P0071,R7,C1,RW1,74.00,KG,
"Product 327",Stationery,P0327,R2,C1,RW4,72.00,KG,
"Product 72",Stationery,P0072,R3,C1,RW4,50.00,KG,
"Product 328","Loom F SN-4",P0328,R8,C3,RW4,60.00,KG,
"Product 73","Ball & Bearing",P0073,R2,C1,RW5,48.00,pcs,
"Product 329","Sewing & printing",P0329,R9,C3,RW4,21.00,Feet,
"Product 74","Loom F SN-6 m",P0074,R1,C2,RW1,99.00,Feet,
"Product 330","Ball & Bearing",P0330,R3,C2,RW1,30.00,pcs,
"Product 75",Stationery,P0075,R6,C2,RW1,35.00,KG,
"Product 331","Loom F SN-4",P0331,R3,C3,RW1,71.00,Feet,
"Product 76","Loom F SN-4",P0076,R2,C1,RW1,26.00,Coel,
"Product 332","Ball & Bearing",P0332,R6,C4,RW4,78.00,KG,
"Product 77","Sewing & printing",P0077,R7,C3,RW2,86.00,Coel,
"Product 333",Stationery,P0333,R7,C1,RW1,19.00,KG,
"Product 78","Ball & Bearing",P0078,R8,C3,RW1,35.00,pcs,
"Product 334","Ball & Bearing",P0334,R2,C5,RW2,27.00,pcs,
"Product 79","Loom F SN-4",P0079,R7,C3,RW2,71.00,pkt,
"Product 335",Stationery,P0335,R4,C4,RW3,80.00,pcs,
"Product 80","Sewing & printing",P0080,R8,C3,RW2,81.00,pkt,
"Product 336","Ball & Bearing",P0336,R6,C2,RW3,83.00,pcs,
"Product 81","Loom F SN-6 m",P0081,R2,C2,RW1,50.00,pkt,
"Product 337",Stationery,P0337,R1,C5,RW1,69.00,Feet,
"Product 82","Ball & Bearing",P0082,R2,C5,RW1,42.00,Coel,
"Product 338","Sewing & printing",P0338,R6,C1,RW2,18.00,Coel,
"Product 83","Loom F SN-4",P0083,R10,C5,RW2,61.00,Feet,
"Product 339",Stationery,P0339,R5,C5,RW2,92.00,Coel,
"Product 84","Loom F SN-4",P0084,R6,C3,RW2,39.00,pcs,
"Product 340","Sewing & printing",P0340,R4,C1,RW2,55.00,pcs,
"Product 85","Ball & Bearing",P0085,R3,C5,RW5,74.00,Coel,
"Product 341","Sewing & printing",P0341,R10,C2,RW2,73.00,KG,
"Product 86","Ball & Bearing",P0086,R3,C4,RW2,92.00,pcs,
"Product 342","Loom F SN-6 m",P0342,R1,C1,RW3,54.00,pkt,
"Product 87","Loom F SN-4",P0087,R1,C4,RW1,99.00,Feet,
"Product 343",Stationery,P0343,R4,C4,RW1,94.00,KG,
"Product 88","Sewing & printing",P0088,R3,C4,RW4,51.00,KG,
"Product 344",Stationery,P0344,R10,C1,RW3,68.00,pcs,
"Product 89","Ball & Bearing",P0089,R5,C1,RW4,74.00,Feet,
"Product 345","Ball & Bearing",P0345,R6,C2,RW2,50.00,KG,
"Product 90","Loom F SN-4",P0090,R9,C4,RW2,78.00,pcs,
"Product 346","Sewing & printing",P0346,R6,C3,RW1,53.00,Feet,
"Product 91","Sewing & printing",P0091,R10,C5,RW3,13.00,pkt,
"Product 347","Sewing & printing",P0347,R3,C5,RW5,91.00,Coel,
"Product 92","Sewing & printing",P0092,R7,C1,RW3,93.00,Coel,
"Product 348","Sewing & printing",P0348,R2,C5,RW4,26.00,pcs,
"Product 93","Ball & Bearing",P0093,R8,C4,RW5,88.00,Coel,
"Product 349","Sewing & printing",P0349,R1,C2,RW4,93.00,pcs,
"Product 94","Ball & Bearing",P0094,R2,C4,RW1,47.00,Feet,
"Product 350","Ball & Bearing",P0350,R9,C1,RW1,81.00,Coel,
"Product 95","Loom F SN-6 m",P0095,R5,C4,RW5,85.00,Feet,
"Product 351",Stationery,P0351,R4,C2,RW5,34.00,Coel,
"Product 96",Stationery,P0096,R8,C2,RW3,87.00,KG,
"Product 352","Loom F SN-4",P0352,R7,C4,RW5,54.00,pkt,
"Product 97","Ball & Bearing",P0097,R2,C4,RW2,56.00,pkt,
"Product 353","Loom F SN-6 m",P0353,R7,C3,RW3,60.00,Coel,
"Product 98",Stationery,P0098,R2,C3,RW1,76.00,pcs,
"Product 354",Stationery,P0354,R3,C3,RW3,23.00,pcs,
"Product 99",Stationery,P0099,R8,C3,RW1,73.00,Coel,
"Product 355","Ball & Bearing",P0355,R5,C3,RW2,49.00,Coel,
"Product 100","Loom F SN-4",P0100,R5,C4,RW2,34.00,pcs,
"Product 356","Loom F SN-4",P0356,R1,C2,RW5,76.00,KG,
"Product 101","Loom F SN-6 m",P0101,R10,C3,RW1,70.00,KG,
"Product 357","Sewing & printing",P0357,R8,C3,RW4,83.00,Feet,
"Product 102","Loom F SN-4",P0102,R2,C3,RW1,93.00,KG,
"Product 358","Loom F SN-4",P0358,R8,C2,RW2,18.00,Coel,
"Product 103",Stationery,P0103,R8,C4,RW2,59.00,Coel,
"Product 359","Loom F SN-4",P0359,R10,C1,RW3,21.00,pcs,
"Product 104","Loom F SN-4",P0104,R1,C2,RW3,86.00,Coel,
"Product 360","Loom F SN-4",P0360,R5,C5,RW4,50.00,Coel,
"Product 105","Loom F SN-6 m",P0105,R3,C1,RW1,19.00,Coel,
"Product 361","Loom F SN-6 m",P0361,R2,C3,RW2,36.00,pcs,
"Product 106","Ball & Bearing",P0106,R7,C1,RW3,47.00,Feet,
"Product 362","Ball & Bearing",P0362,R4,C5,RW1,23.00,KG,
"Product 107","Loom F SN-6 m",P0107,R6,C5,RW2,14.00,Coel,
"Product 363","Ball & Bearing",P0363,R8,C2,RW4,65.00,Feet,
"Product 108","Sewing & printing",P0108,R4,C1,RW3,64.00,pcs,
"Product 364","Sewing & printing",P0364,R4,C4,RW4,38.00,KG,
"Product 109","Loom F SN-4",P0109,R1,C1,RW2,25.00,pkt,
"Product 365","Loom F SN-6 m",P0365,R6,C3,RW1,96.00,Coel,
"Product 110","Ball & Bearing",P0110,R9,C3,RW2,31.00,pcs,
"Product 366",Stationery,P0366,R3,C4,RW3,61.00,Coel,
"Product 111","Ball & Bearing",P0111,R2,C5,RW5,51.00,pkt,
"Product 367","Ball & Bearing",P0367,R7,C1,RW2,77.00,pkt,
"Product 112","Ball & Bearing",P0112,R2,C4,RW4,67.00,pkt,
"Product 368",Stationery,P0368,R2,C3,RW1,20.00,pcs,
"Product 113","Ball & Bearing",P0113,R8,C5,RW2,67.00,KG,
"Product 369","Ball & Bearing",P0369,R3,C5,RW1,56.00,pkt,
"Product 114","Loom F SN-6 m",P0114,R7,C4,RW4,12.00,Coel,
"Product 370","Loom F SN-6 m",P0370,R7,C2,RW2,90.00,Coel,
"Product 115","Loom F SN-4",P0115,R5,C3,RW2,15.00,KG,
"Product 371","Loom F SN-6 m",P0371,R5,C1,RW3,52.00,Feet,
"Product 116",Stationery,P0116,R4,C4,RW5,58.00,pcs,
"Product 372","Ball & Bearing",P0372,R1,C5,RW2,30.00,Feet,
"Product 117","Loom F SN-4",P0117,R10,C5,RW5,58.00,KG,
"Product 373",Stationery,P0373,R8,C3,RW3,78.00,Feet,
"Product 118","Ball & Bearing",P0118,R9,C1,RW5,72.00,Coel,
"Product 374","Loom F SN-4",P0374,R6,C4,RW3,32.00,pkt,
"Product 119","Ball & Bearing",P0119,R7,C5,RW3,74.00,Coel,
"Product 375","Ball & Bearing",P0375,R7,C3,RW1,37.00,pkt,
"Product 120",Stationery,P0120,R7,C4,RW4,40.00,pkt,
"Product 376","Loom F SN-4",P0376,R9,C3,RW2,45.00,pkt,
"Product 121","Sewing & printing",P0121,R1,C5,RW2,58.00,Coel,
"Product 377","Sewing & printing",P0377,R3,C3,RW1,35.00,pkt,
"Product 122",Stationery,P0122,R7,C2,RW3,63.00,pcs,
"Product 378","Loom F SN-6 m",P0378,R9,C3,RW5,77.00,Coel,
"Product 123","Ball & Bearing",P0123,R7,C1,RW4,33.00,Feet,
"Product 379","Sewing & printing",P0379,R9,C2,RW3,37.00,Coel,
"Product 124","Loom F SN-4",P0124,R6,C2,RW3,52.00,KG,
"Product 380","Sewing & printing",P0380,R5,C1,RW4,65.00,pcs,
"Product 125","Loom F SN-6 m",P0125,R4,C5,RW2,72.00,KG,
"Product 381","Loom F SN-6 m",P0381,R1,C4,RW1,91.00,pkt,
"Product 126","Loom F SN-6 m",P0126,R7,C5,RW5,24.00,pkt,
"Product 382",Stationery,P0382,R8,C1,RW3,48.00,KG,
"Product 127","Ball & Bearing",P0127,R8,C4,RW3,78.00,pkt,
"Product 383",Stationery,P0383,R3,C2,RW4,52.00,pkt,
"Product 128",Stationery,P0128,R10,C1,RW1,57.00,Feet,
"Product 384","Sewing & printing",P0384,R6,C5,RW3,18.00,Coel,
"Product 129","Loom F SN-4",P0129,R4,C5,RW1,83.00,pkt,
"Product 385",Stationery,P0385,R10,C5,RW1,12.00,KG,
"Product 130","Sewing & printing",P0130,R7,C3,RW1,92.00,KG,
"Product 386","Ball & Bearing",P0386,R2,C5,RW4,59.00,Feet,
"Product 131","Ball & Bearing",P0131,R7,C5,RW2,82.00,pcs,
"Product 387",Stationery,P0387,R3,C2,RW3,62.00,pcs,
"Product 132","Loom F SN-4",P0132,R7,C5,RW4,45.00,Coel,
"Product 388","Sewing & printing",P0388,R8,C2,RW2,64.00,Feet,
"Product 133","Ball & Bearing",P0133,R4,C1,RW2,29.00,pkt,
"Product 389","Sewing & printing",P0389,R8,C1,RW1,78.00,KG,
"Product 134","Sewing & printing",P0134,R10,C5,RW2,81.00,Coel,
"Product 390","Sewing & printing",P0390,R9,C4,RW1,61.00,pcs,
"Product 135","Loom F SN-6 m",P0135,R6,C1,RW5,55.00,KG,
"Product 391","Loom F SN-6 m",P0391,R7,C1,RW2,12.00,KG,
"Product 136","Loom F SN-6 m",P0136,R6,C3,RW2,29.00,KG,
"Product 392","Sewing & printing",P0392,R3,C4,RW3,73.00,KG,
"Product 137","Sewing & printing",P0137,R9,C5,RW4,23.00,KG,
"Product 393","Loom F SN-6 m",P0393,R3,C4,RW3,18.00,pcs,
"Product 138","Ball & Bearing",P0138,R5,C5,RW1,41.00,Coel,
"Product 394","Sewing & printing",P0394,R4,C4,RW1,80.00,Coel,
"Product 139","Ball & Bearing",P0139,R6,C5,RW4,84.00,pkt,
"Product 395","Ball & Bearing",P0395,R8,C4,RW3,95.00,pcs,
"Product 140",Stationery,P0140,R2,C4,RW1,83.00,pcs,
"Product 396",Stationery,P0396,R9,C2,RW2,75.00,Coel,
"Product 141","Ball & Bearing",P0141,R2,C4,RW4,88.00,Feet,
"Product 397","Sewing & printing",P0397,R5,C4,RW1,68.00,KG,
"Product 142",Stationery,P0142,R8,C1,RW3,56.00,KG,
"Product 398","Loom F SN-4",P0398,R2,C2,RW5,18.00,KG,
"Product 143","Sewing & printing",P0143,R1,C5,RW1,15.00,Feet,
"Product 399","Loom F SN-4",P0399,R4,C4,RW4,34.00,KG,
"Product 144",Stationery,P0144,R2,C5,RW5,49.00,KG,
"Product 400","Sewing & printing",P0400,R7,C5,RW1,38.00,Feet,
"Product 145","Loom F SN-6 m",P0145,R5,C2,RW5,99.00,Feet,
"Product 401","Loom F SN-4",P0401,R10,C2,RW2,88.00,Coel,
"Product 146",Stationery,P0146,R1,C5,RW3,51.00,Coel,
"Product 402","Sewing & printing",P0402,R9,C4,RW5,83.00,pcs,
"Product 147",Stationery,P0147,R9,C2,RW1,40.00,Feet,
"Product 403","Loom F SN-6 m",P0403,R2,C1,RW3,59.00,pkt,
"Product 148","Loom F SN-6 m",P0148,R5,C5,RW1,41.00,KG,
"Product 404","Loom F SN-6 m",P0404,R3,C3,RW1,96.00,pkt,
"Product 149","Loom F SN-4",P0149,R10,C3,RW1,46.00,pcs,
"Product 405","Sewing & printing",P0405,R1,C2,RW3,45.00,Feet,
"Product 150","Sewing & printing",P0150,R9,C2,RW4,20.00,Feet,
"Product 406","Ball & Bearing",P0406,R6,C1,RW2,84.00,pcs,
"Product 151","Sewing & printing",P0151,R4,C5,RW4,36.00,pcs,
"Product 407","Loom F SN-6 m",P0407,R3,C1,RW4,95.00,pkt,
"Product 152",Stationery,P0152,R7,C3,RW2,77.00,pcs,
"Product 408",Stationery,P0408,R9,C4,RW1,50.00,Coel,
"Product 153","Sewing & printing",P0153,R4,C5,RW3,84.00,Feet,
"Product 409","Sewing & printing",P0409,R1,C5,RW5,66.00,pcs,
"Product 154","Ball & Bearing",P0154,R1,C2,RW3,92.00,Feet,
"Product 410","Ball & Bearing",P0410,R9,C1,RW1,25.00,KG,
"Product 155",Stationery,P0155,R1,C1,RW5,70.00,pkt,
"Product 411","Ball & Bearing",P0411,R5,C4,RW4,22.00,Feet,
"Product 156","Sewing & printing",P0156,R6,C1,RW4,42.00,pcs,
"Product 412","Sewing & printing",P0412,R4,C4,RW3,94.00,pkt,
"Product 157","Loom F SN-4",P0157,R9,C3,RW1,46.00,pkt,
"Product 413","Ball & Bearing",P0413,R1,C2,RW5,32.00,Coel,
"Product 158","Sewing & printing",P0158,R5,C4,RW4,34.00,KG,
"Product 414","Ball & Bearing",P0414,R7,C4,RW2,91.00,pcs,
"Product 159",Stationery,P0159,R5,C4,RW4,62.00,pcs,
"Product 415","Loom F SN-6 m",P0415,R4,C1,RW4,61.00,pcs,
"Product 160",Stationery,P0160,R4,C1,RW5,22.00,Coel,
"Product 416","Ball & Bearing",P0416,R3,C2,RW2,51.00,pcs,
"Product 161","Loom F SN-4",P0161,R6,C1,RW1,78.00,pkt,
"Product 417","Sewing & printing",P0417,R7,C4,RW1,44.00,KG,
"Product 162","Sewing & printing",P0162,R6,C1,RW5,64.00,Coel,
"Product 418",Stationery,P0418,R8,C5,RW3,41.00,pcs,
"Product 163","Loom F SN-6 m",P0163,R10,C4,RW5,62.00,pkt,
"Product 419","Loom F SN-4",P0419,R6,C4,RW4,93.00,Feet,
"Product 164","Loom F SN-6 m",P0164,R8,C3,RW1,10.00,Coel,
"Product 420","Loom F SN-4",P0420,R4,C5,RW2,44.00,KG,
"Product 165",Stationery,P0165,R3,C1,RW1,16.00,Feet,
"Product 421","Sewing & printing",P0421,R7,C3,RW3,39.00,pcs,
"Product 166","Loom F SN-6 m",P0166,R1,C4,RW2,22.00,KG,
"Product 422","Loom F SN-4",P0422,R1,C2,RW2,84.00,Feet,
"Product 167","Sewing & printing",P0167,R5,C5,RW5,57.00,pkt,
"Product 423","Sewing & printing",P0423,R3,C5,RW4,49.00,pcs,
"Product 168","Loom F SN-4",P0168,R7,C2,RW3,86.00,KG,
"Product 424","Loom F SN-4",P0424,R9,C5,RW3,84.00,Coel,
"Product 169","Loom F SN-4",P0169,R1,C4,RW4,17.00,Feet,
"Product 425","Loom F SN-4",P0425,R2,C4,RW3,38.00,Coel,
"Product 170","Loom F SN-6 m",P0170,R1,C5,RW4,40.00,Feet,
"Product 426",Stationery,P0426,R8,C1,RW3,26.00,Feet,
"Product 171",Stationery,P0171,R3,C2,RW4,89.00,KG,
"Product 427","Loom F SN-4",P0427,R4,C5,RW4,80.00,Coel,
"Product 172","Ball & Bearing",P0172,R6,C4,RW4,82.00,Feet,
"Product 428","Ball & Bearing",P0428,R3,C1,RW2,35.00,Feet,
"Product 173","Ball & Bearing",P0173,R2,C5,RW3,43.00,Coel,
"Product 429","Loom F SN-4",P0429,R6,C3,RW1,84.00,Coel,
"Product 174","Ball & Bearing",P0174,R2,C5,RW5,41.00,Coel,
"Product 430","Loom F SN-4",P0430,R2,C3,RW1,63.00,Feet,
"Product 175",Stationery,P0175,R3,C3,RW4,78.00,Feet,
"Product 431","Loom F SN-6 m",P0431,R10,C5,RW3,71.00,Coel,
"Product 176","Loom F SN-4",P0176,R8,C1,RW2,100.00,Coel,
"Product 432","Ball & Bearing",P0432,R9,C5,RW4,42.00,pcs,
"Product 177","Ball & Bearing",P0177,R7,C2,RW4,68.00,Feet,
"Product 433","Loom F SN-6 m",P0433,R8,C2,RW5,71.00,pkt,
